mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__random_state,param_tfidf__lowercase,param_tfidf__max_df,param_tfidf__max_features,param_tfidf__min_df,param_tfidf__ngram_range,param_tfidf__stop_words,param_tfidf__strip_accents,param_tfidf__sublinear_tf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.4399596055348716,0.09516491861377939,4.661025047302246,0.17714125203267736,0.5,balanced,42,True,0.9,80000,2,"(1, 1)",,unicode,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None, 'tfidf__strip_accents': 'unicode', 'tfidf__sublinear_tf': True}",0.9725738659748812,0.9730601024615769,0.9732836323289242,0.9729725335884608,0.0002963031105551927,65
3.984118620554606,0.02927783291535794,4.590210437774658,0.09639875853803297,0.5,balanced,42,True,0.9,80000,2,"(1, 1)",,,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None, 'tfidf__strip_accents': None, 'tfidf__sublinear_tf': True}",0.9725738659748812,0.9730601024615769,0.9732836323289242,0.9729725335884608,0.0002963031105551927,65
6.93297545115153,0.03233788092753534,8.461979627609253,0.0634911906061899,0.5,balanced,42,True,0.9,80000,2,"(1, 2)",,unicode,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None, 'tfidf__strip_accents': 'unicode', 'tfidf__sublinear_tf': True}",0.9784514971849932,0.9783077825040228,0.9782630347094268,0.9783407714661476,8.039788509122916e-05,1
6.889402627944946,0.13214212533851838,8.370221694310507,0.06653469516766007,0.5,balanced,42,True,0.9,80000,2,"(1, 2)",,,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None, 'tfidf__strip_accents': None, 'tfidf__sublinear_tf': True}",0.9784514971849932,0.9783077825040228,0.9782630347094268,0.9783407714661476,8.039788509122916e-05,1
4.007371346155803,0.1967093752555729,3.809946378072103,0.14617400958846827,0.5,balanced,42,True,0.9,80000,5,"(1, 1)",,unicode,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None, 'tfidf__strip_accents': 'unicode', 'tfidf__sublinear_tf': True}",0.9727276128243818,0.972970946579194,0.9730976363817693,0.9729320652617818,0.00015354299265071784,73
3.263715982437134,0.4576012833564341,3.7373287677764893,0.05257598051339647,0.5,balanced,42,True,0.9,80000,5,"(1, 1)",,,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None, 'tfidf__strip_accents': None, 'tfidf__sublinear_tf': True}",0.9727276128243818,0.972970946579194,0.9730976363817693,0.9729320652617818,0.00015354299265071784,73
5.237683296203613,0.06403156013118311,8.25332760810852,0.012634537063101114,0.5,balanced,42,True,0.9,80000,5,"(1, 2)",,unicode,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None, 'tfidf__strip_accents': 'unicode', 'tfidf__sublinear_tf': True}",0.9783756851021425,0.9782955792835046,0.9783260920985472,0.9783324521613981,3.301084008331917e-05,5
5.6030629475911455,0.06471555474725758,8.182952404022217,0.1064614530693309,0.5,balanced,42,True,0.9,80000,5,"(1, 2)",,,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 80000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None, 'tfidf__strip_accents': None, 'tfidf__sublinear_tf': True}",0.9783756851021425,0.9782955792835046,0.9783260920985472,0.9783324521613981,3.301084008331917e-05,5
3.431337833404541,0.052386657829722766,3.591479221979777,0.15342479448130497,0.5,balanced,42,True,0.9,200000,2,"(1, 1)",,unicode,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 200000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None, 'tfidf__strip_accents': 'unicode', 'tfidf__sublinear_tf': True}",0.9725738659748812,0.9730601024615769,0.9732836323289242,0.9729725335884608,0.0002963031105551927,65
3.0972489515940347,0.21670563107264157,3.5028927326202393,0.044537900190086965,0.5,balanced,42,True,0.9,200000,2,"(1, 1)",,,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 200000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None, 'tfidf__strip_accents': None, 'tfidf__sublinear_tf': True}",0.9725738659748812,0.9730601024615769,0.9732836323289242,0.9729725335884608,0.0002963031105551927,65
4.579972267150879,0.055406108084048236,8.429760058720907,0.056247147963885205,0.5,balanced,42,True,0.9,200000,2,"(1, 2)",,unicode,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 200000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None, 'tfidf__strip_accents': 'unicode', 'tfidf__sublinear_tf': True}",0.9784344749398881,0.9782275069559684,0.978329638578225,0.9783305401580272,8.449673061349279e-05,9
4.908857663472493,0.19236192274466063,8.259002288182577,0.07023575983161887,0.5,balanced,42,True,0.9,200000,2,"(1, 2)",,,True,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__random_state': 42, 'tfidf__lowercase': True, 'tfidf__max_df': 0.9, 'tfidf__max_features': 200000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None, 'tfidf__strip_accents': None, 'tfidf__sublinear_tf': True}",0.9784344749398881,0.9782275069559684,0.978329638578225,0.9783305401580272,8.449673061349279e-05,9
